City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
389,Lavrentiya,RU,2021-08-13 02:14:49,65.5833,-171.0,44.82,60,81,10.2
390,Ergani,TR,2021-08-13 02:19:08,38.2653,39.7621,68.72,50,0,6.46
391,Semnan,IR,2021-08-13 02:19:08,35.5729,53.3971,81.77,30,0,4.12
392,Kysyl-Syr,RU,2021-08-13 02:19:09,63.8986,122.7617,76.57,41,40,4.25
393,Griffith,US,2021-08-13 02:19:09,41.5284,-87.4237,77.04,78,1,1.01
394,Ponta Delgada,PT,2021-08-13 02:14:11,37.7333,-25.6667,74.12,83,40,11.5
395,Shingu,JP,2021-08-13 02:11:04,33.7333,135.9833,79.92,89,100,9.42
396,Sao Jose Da Coroa Grande,BR,2021-08-13 02:19:09,-8.8978,-35.1478,72.64,84,10,5.7
397,Vallenar,CL,2021-08-13 02:19:10,-28.5708,-70.7581,51.98,75,0,0.87
398,Saint-Joseph,RE,2021-08-13 02:16:06,-21.3667,55.6167,68.36,81,19,4.54
399,Alice Springs,AU,2021-08-13 02:19:10,-23.7,133.8833,60.35,27,0,13.8
400,Puerto Narino,CO,2021-08-13 02:19:10,-3.7703,-70.3831,71.55,93,100,3.76
401,Olafsvik,IS,2021-08-13 02:19:11,64.8945,-23.7142,54.77,86,23,5.37
402,Santa Isabel Do Rio Negro,BR,2021-08-13 02:19:11,-0.4139,-65.0192,75.02,92,100,2.71
403,Camargo,MX,2021-08-13 02:19:11,27.6667,-105.1667,70.84,72,100,17.52
404,College,US,2021-08-13 02:19:11,64.8569,-147.8028,59.32,85,75,6.91
405,Pokosnoye,RU,2021-08-13 02:19:12,55.5258,101.0536,63.01,85,100,1.3
406,Labuhan,ID,2021-08-13 02:16:37,-6.8844,112.2051,83.32,66,98,6.71
407,Pacific Grove,US,2021-08-13 02:19:12,36.6177,-121.9166,86.14,81,1,1.99
408,Dongsheng,CN,2021-08-13 02:16:30,39.8161,109.9776,75.45,34,0,5.26
409,Lichuan,CN,2021-08-13 02:19:13,30.3,108.85,67.75,99,100,1.99
410,Marienburg,PL,2021-08-13 02:19:13,54.0359,19.0266,59.88,88,12,4.25
411,Bom Jesus,BR,2021-08-13 02:19:13,-9.0744,-44.3586,72.54,43,10,2.24
412,Kitgum,UG,2021-08-13 02:19:14,3.2783,32.8867,67.78,85,69,2.77
413,Korla,CN,2021-08-13 02:19:14,41.7597,86.1469,86.0,23,78,3.44
414,Atar,MR,2021-08-13 02:16:39,20.5169,-13.0499,93.4,14,99,11.39
415,Eureka,US,2021-08-13 02:13:11,40.8021,-124.1637,65.19,80,67,1.99
416,Huangmei,CN,2021-08-13 02:19:15,30.1924,116.025,76.44,99,100,1.03
417,Noumea,NC,2021-08-13 02:19:15,-22.2763,166.4572,76.98,57,89,12.08
418,Luba,GQ,2021-08-13 02:19:15,3.4568,8.5547,77.38,86,100,8.55
419,Yulara,AU,2021-08-13 02:15:42,-25.2406,130.9889,62.44,27,0,19.57
420,Sirjan,IR,2021-08-13 02:19:16,29.452,55.6814,74.62,13,5,4.92
421,Berbera,SO,2021-08-13 02:16:15,10.4396,45.0143,89.6,46,33,8.86
422,Malanje,AO,2021-08-13 02:19:16,-9.5402,16.341,62.37,80,8,3.98
423,Zonguldak,TR,2021-08-13 02:19:17,41.25,31.8333,58.05,94,39,3.36
424,Aksarka,RU,2021-08-13 02:19:17,66.5606,67.7975,57.34,88,100,9.73
425,Deer Lake,CA,2021-08-13 02:15:11,49.1667,-57.4316,67.86,83,75,3.44
426,Kem,RU,2021-08-13 02:19:17,64.9555,34.5793,55.81,81,100,4.94
427,Sakakah,SA,2021-08-13 02:16:27,29.9697,40.2064,83.77,22,0,4.47
428,Srivardhan,IN,2021-08-13 02:19:18,18.0333,73.0167,79.32,81,94,3.36
429,Lucea,JM,2021-08-13 02:19:18,18.451,-78.1736,82.26,76,30,4.52
430,Brae,GB,2021-08-13 02:19:18,60.3964,-1.353,55.31,91,53,8.77
431,Nipawin,CA,2021-08-13 02:16:40,53.3668,-104.0009,60.84,48,1,8.05
432,Curvelo,BR,2021-08-13 02:19:19,-18.7564,-44.4308,66.79,47,0,5.06
433,Monrovia,LR,2021-08-13 02:19:19,6.3005,-10.7969,76.77,86,100,13.24
434,Ornskoldsvik,SE,2021-08-13 02:19:20,63.2909,18.7153,53.42,100,84,4.61
435,Hirara,JP,2021-08-13 02:15:24,24.8,125.2833,84.47,84,75,20.71
436,Guymon,US,2021-08-13 02:19:20,36.6828,-101.4816,82.4,47,1,5.75
437,Thamaga,BW,2021-08-13 02:19:20,-24.6701,25.5397,45.63,27,0,5.97
438,Isangel,VU,2021-08-13 02:14:57,-19.55,169.2667,77.11,61,40,12.66
439,Edmundston,CA,2021-08-13 02:19:21,47.3737,-68.3251,73.74,89,20,2.3
440,Ridgecrest,US,2021-08-13 02:18:23,35.6225,-117.6709,105.66,14,1,1.01
441,Mae Ramat,TH,2021-08-13 02:19:21,16.984,98.5166,80.92,96,100,0.65
442,Quatre Cocos,MU,2021-08-13 02:19:22,-20.2078,57.7625,71.71,81,38,12.06
443,Abha,SA,2021-08-13 02:19:22,18.2164,42.5053,64.22,72,0,0.0
444,Kawalu,ID,2021-08-13 02:19:22,-7.3817,108.2082,75.36,86,98,1.7
445,Tashla,RU,2021-08-13 02:19:22,51.7716,52.7427,60.28,42,0,8.14
446,Mortka,RU,2021-08-13 02:19:23,59.3322,66.0214,57.52,73,98,3.09
447,Thinadhoo,MV,2021-08-13 02:13:38,0.5333,72.9333,81.25,76,100,17.45
448,Arman,RU,2021-08-13 02:16:11,59.7,150.1667,59.7,78,45,7.02
449,Erenhot,CN,2021-08-13 02:19:23,43.6475,111.9767,79.41,26,82,16.08
450,Rurrenabaque,BO,2021-08-13 02:19:24,-14.4413,-67.5278,63.95,62,40,2.62
451,Paamiut,GL,2021-08-13 02:14:38,61.994,-49.6678,43.88,83,82,10.07
452,Torit,SS,2021-08-13 02:19:24,4.4133,32.5678,68.0,91,20,2.68
453,Manati,PR,2021-08-13 02:19:24,18.4275,-66.4921,82.47,81,100,10.58
454,Sungaipenuh,ID,2021-08-13 02:19:25,-2.0833,101.3833,70.2,73,97,1.5
455,Whitehorse,CA,2021-08-13 02:15:11,60.7161,-135.0538,63.37,67,90,10.36
456,Mhango,TZ,2021-08-13 02:19:25,-3.2833,32.85,69.42,66,83,1.61
457,Sorong,ID,2021-08-13 02:19:25,-0.8833,131.25,81.93,76,21,1.72
458,Jalor,IN,2021-08-13 02:19:26,25.35,72.6167,82.54,66,73,11.9
459,Chengde,CN,2021-08-13 02:19:26,40.9725,117.9361,71.38,83,80,2.68
460,Cidreira,BR,2021-08-13 02:16:05,-30.1811,-50.2056,56.41,80,100,7.36
461,Raymond Terrace,AU,2021-08-13 02:19:27,-32.75,151.75,70.2,67,40,5.75
462,Tanggu,CN,2021-08-13 02:19:27,39.0211,117.6469,82.36,66,72,7.81
463,Lae,PG,2021-08-13 02:19:27,-6.7221,146.9847,84.63,62,94,6.89
464,Ahuimanu,US,2021-08-13 02:19:27,21.4447,-157.8378,89.31,62,40,10.36
465,San Jeronimo,PE,2021-08-13 02:19:28,-11.9472,-75.2829,50.43,70,28,2.86
466,Pontianak,ID,2021-08-13 02:17:40,-0.0333,109.3333,80.58,89,75,4.61
467,Nishihara,JP,2021-08-13 02:19:28,26.1842,127.7558,85.66,84,75,14.97
468,Necochea,AR,2021-08-13 02:15:00,-38.5473,-58.7368,39.81,72,0,9.53
469,Tay Ninh,VN,2021-08-13 02:19:29,11.3,106.1,86.45,66,53,8.81
470,Khasan,RU,2021-08-13 02:19:29,42.4308,130.6434,66.92,89,100,17.98
471,Massena,US,2021-08-13 02:19:29,44.9281,-74.8919,75.61,83,1,10.36
472,Novyy Urgal,RU,2021-08-13 02:19:30,51.0736,132.5642,73.35,58,0,0.34
473,Glasgow,GB,2021-08-13 02:17:50,55.8652,-4.2576,57.22,86,40,5.75
474,Aleksandrov Gay,RU,2021-08-13 02:19:30,50.147,48.5704,75.49,25,10,13.02
475,Cornwall,CA,2021-08-13 02:19:30,45.0181,-74.7281,75.58,83,1,10.36
476,Ganzhou,CN,2021-08-13 02:19:31,28.8184,115.4327,82.26,88,100,4.27
477,Marawi,PH,2021-08-13 02:19:31,7.9986,124.2928,75.65,73,69,2.01
478,Yumen,CN,2021-08-13 02:16:09,40.2833,97.2,80.8,21,0,8.08
479,Bosansko Grahovo,BA,2021-08-13 02:19:32,44.1794,16.3639,67.86,52,0,5.08
480,Puerto Penasco,MX,2021-08-13 02:19:32,31.3167,-113.5333,87.91,76,2,8.01
481,Ploemeur,FR,2021-08-13 02:19:32,47.7333,-3.4333,60.94,96,57,4.61
482,Novikovo,RU,2021-08-13 02:19:33,51.1537,37.8879,64.36,67,100,9.64
483,Laguna,US,2021-08-13 02:19:33,38.421,-121.4238,96.24,40,1,7.0
484,Longyearbyen,SJ,2021-08-13 02:14:43,78.2186,15.6401,40.84,100,75,10.36
485,Oistins,BB,2021-08-13 02:19:33,13.0667,-59.5333,78.89,89,40,8.05
486,Tuktoyaktuk,CA,2021-08-13 02:14:54,69.4541,-133.0374,41.92,95,100,12.37
487,San Carlos De Bariloche,AR,2021-08-13 02:19:34,-41.1456,-71.3082,31.75,64,0,5.75
488,Point Pleasant,US,2021-08-13 02:19:34,40.0832,-74.0682,88.23,66,1,3.0
489,Lata,PT,2021-08-13 02:15:46,40.1629,-8.3327,63.01,91,10,2.33
490,Lindi,TZ,2021-08-13 02:19:34,-10.0,39.7167,62.96,95,1,4.5
491,Honiara,SB,2021-08-13 02:16:18,-9.4333,159.95,81.72,81,99,9.42
492,Sinop,TR,2021-08-13 02:19:35,41.7711,34.8709,61.2,83,48,8.05
493,Kununurra,AU,2021-08-13 02:14:56,-15.7667,128.7333,89.58,22,0,12.66
494,Santa Luzia,BR,2021-08-13 02:19:35,-19.7697,-43.8514,65.3,67,0,0.0
495,Chiredzi,ZW,2021-08-13 02:19:36,-21.05,31.6667,60.66,43,0,4.0
496,Mogadishu,SO,2021-08-13 02:19:36,2.0371,45.3438,75.79,87,50,14.36
497,Mpulungu,ZM,2021-08-13 02:19:36,-8.7623,31.1141,70.0,50,0,5.1
498,Bialystok,PL,2021-08-13 02:19:01,53.1333,23.15,51.21,91,0,3.62
499,Babu,CN,2021-08-13 02:19:37,24.4167,111.5167,85.55,75,98,4.36
500,Kholm-Zhirkovskiy,RU,2021-08-13 02:19:37,55.5189,33.4731,55.09,97,100,9.48
501,Sitka,US,2021-08-13 02:13:58,57.0531,-135.33,62.49,88,90,10.36
502,Xiongyue,CN,2021-08-13 02:19:37,40.1774,122.1228,74.95,67,0,13.38
503,Tadine,NC,2021-08-13 02:14:19,-21.55,167.8833,71.92,55,28,15.1
504,Muzaffargarh,PK,2021-08-13 02:19:38,30.0754,71.1921,86.02,48,15,17.16
505,San Quintin,MX,2021-08-13 02:15:40,30.4833,-115.95,75.54,70,0,7.23
506,Maridi,SS,2021-08-13 02:19:38,4.9158,29.4742,65.68,96,11,0.81
507,Haapiti,PF,2021-08-13 02:19:38,-17.5667,-149.8667,82.13,70,0,12.75
508,Asfi,MA,2021-08-13 02:15:51,32.2994,-9.2372,70.7,86,6,9.69
509,Nenjiang,CN,2021-08-13 02:19:39,49.1833,125.2167,68.18,77,82,6.17
510,Kajaani,FI,2021-08-13 02:19:39,64.2273,27.7285,46.45,93,73,2.3
511,Polunochnoye,RU,2021-08-13 02:19:39,60.8697,60.4153,55.18,71,91,3.04
512,Atherton,GB,2021-08-13 02:19:40,53.5237,-2.4935,60.22,84,14,1.99
513,Nambour,AU,2021-08-13 02:19:40,-26.6333,152.95,79.34,59,12,1.99
514,Lumeje,AO,2021-08-13 02:19:40,-11.55,20.7833,59.16,21,6,4.56
515,Ngara,TZ,2021-08-13 02:19:41,-2.5122,30.6558,64.22,63,92,1.81
516,Itaituba,BR,2021-08-13 02:19:41,-4.2761,-55.9836,78.22,52,72,1.48
517,Nguru,NG,2021-08-13 02:19:41,12.8791,10.4526,71.47,91,99,5.91
518,Great Yarmouth,GB,2021-08-13 02:19:42,52.6083,1.7305,59.25,89,32,10.38
519,Ekibastuz,KZ,2021-08-13 02:19:42,51.6667,75.3667,54.39,82,100,17.47
520,Kamenka,RU,2021-08-13 02:19:42,51.3223,42.7678,66.61,95,32,7.85
521,Wanning,CN,2021-08-13 02:14:20,18.8003,110.3967,85.32,72,100,10.04
522,Kormilovka,RU,2021-08-13 02:19:43,55.0026,74.1028,51.55,71,22,11.12
523,Manzhouli,CN,2021-08-13 02:19:43,49.6,117.4333,56.82,95,98,11.81
524,Rivera,UY,2021-08-13 02:19:44,-30.9053,-55.5508,45.12,82,100,8.5
525,Sechura,PE,2021-08-13 02:16:29,-5.5569,-80.8222,65.43,80,34,13.38
526,Foumbot,CM,2021-08-13 02:19:44,5.5079,10.6356,62.11,97,100,2.19
527,Santa,PH,2021-08-13 02:19:44,17.486,120.4348,80.2,79,100,2.35
528,Chimbote,PE,2021-08-13 02:19:45,-9.0853,-78.5783,62.47,85,80,10.16
529,Opuwo,NA,2021-08-13 02:19:42,-18.0607,13.84,58.26,44,0,2.86
530,Marina,US,2021-08-13 02:18:41,36.6844,-121.8022,86.58,80,1,5.75
531,Samarai,PG,2021-08-13 02:14:59,-10.6167,150.6667,78.82,85,98,14.43
532,Halden,NO,2021-08-13 02:19:45,59.1226,11.3871,64.9,94,98,5.48
533,Camacari,BR,2021-08-13 02:19:46,-12.6975,-38.3242,76.77,83,7,4.74
534,Lockhart,US,2021-08-13 02:19:46,28.6194,-81.4426,82.71,78,1,1.01
535,Juneau,US,2021-08-13 02:19:46,58.3019,-134.4197,69.85,96,90,8.99
536,Elizabethtown,US,2021-08-13 02:19:47,37.694,-85.8591,83.08,73,1,3.44
537,Bonthe,SL,2021-08-13 02:19:47,7.5264,-12.505,76.73,89,100,8.79
538,Belen,TR,2021-08-13 02:19:47,36.4891,36.2233,73.54,78,0,11.5
539,Basavakalyan,IN,2021-08-13 02:19:47,17.8667,76.95,75.51,77,100,10.13
540,Horodok,UA,2021-08-13 02:19:48,49.1637,26.5839,51.51,83,0,5.03
541,La Ronge,CA,2021-08-13 02:15:38,55.1001,-105.2842,57.45,51,20,3.44
542,Pangody,RU,2021-08-13 02:19:48,65.85,74.4859,63.01,57,100,10.74
543,Bousso,TD,2021-08-13 02:14:42,10.4795,16.7117,72.05,91,100,4.12
544,Kawanishi,JP,2021-08-13 02:19:49,34.8167,135.4167,80.47,100,75,5.75
545,Taksimo,RU,2021-08-13 02:19:49,56.3444,114.8794,70.7,66,51,2.71
546,Bhan,PK,2021-08-13 02:19:49,26.5583,67.7214,89.02,53,50,8.52
547,Floro,NO,2021-08-13 02:19:50,61.5996,5.0328,58.96,82,20,11.5
548,Krasnogvardeyskiy,RU,2021-08-13 02:19:50,57.3793,62.3195,55.38,75,100,2.46
549,Moussoro,TD,2021-08-13 02:19:50,13.6408,16.4901,75.72,87,100,7.58
550,Dudinka,RU,2021-08-13 02:19:51,69.4058,86.1778,53.37,61,99,11.54
551,Quesnel,CA,2021-08-13 02:14:37,52.9999,-122.5029,81.0,41,0,3.24
552,Anito,PH,2021-08-13 02:19:51,12.4497,125.2886,86.23,64,98,3.27
553,Viedma,AR,2021-08-13 02:19:51,-40.8135,-62.9967,45.75,51,0,13.42
554,Pontiac,US,2021-08-13 02:15:17,42.6389,-83.2911,79.79,81,40,5.99
555,Tuatapere,NZ,2021-08-13 02:15:38,-46.1333,167.6833,52.83,64,15,3.4
556,Palermo,IT,2021-08-13 02:19:52,37.8167,13.5833,77.05,36,0,0.34
557,Ngawi,ID,2021-08-13 02:19:52,-7.4038,111.4461,85.3,59,12,6.58
558,Warrnambool,AU,2021-08-13 02:19:52,-38.3833,142.4833,57.81,68,1,18.48
559,Okha,RU,2021-08-13 02:16:46,53.5739,142.9478,70.97,56,70,8.72
560,Bud,US,2021-08-13 02:19:53,39.447,-86.1758,75.56,89,91,6.08
561,Ahipara,NZ,2021-08-13 02:09:39,-35.1667,173.1667,57.34,90,100,13.51
562,San Miguelito,PA,2021-08-13 02:19:53,9.0333,-79.5,78.24,96,40,1.14
563,Akalkot,IN,2021-08-13 02:19:54,17.5333,76.2167,76.84,75,100,13.58
564,Rio Gallegos,AR,2021-08-13 02:14:07,-51.6226,-69.2181,44.65,65,0,13.8
565,Yushu,CN,2021-08-13 02:19:54,44.8,126.5333,62.11,96,100,4.94
566,Bodden Town,KY,2021-08-13 02:19:54,19.2833,-81.25,84.2,85,20,4.61
567,Mitu,CO,2021-08-13 02:19:55,1.1983,-70.1733,70.84,94,100,0.6
568,Belaya Gora,RU,2021-08-13 02:19:55,68.5333,146.4167,68.79,61,97,9.84
569,Hazorasp,UZ,2021-08-13 02:19:55,41.3194,61.0742,69.64,33,0,12.33
570,Clyde River,CA,2021-08-13 02:13:55,70.4692,-68.5914,37.63,100,90,12.66
571,Malakal,SS,2021-08-13 02:19:56,9.5334,31.6605,72.01,93,100,3.11
572,The Valley,AI,2021-08-13 02:19:56,18.217,-63.0578,82.81,77,70,20.6
573,Grand-Santi,GF,2021-08-13 02:19:56,4.25,-54.3833,73.29,97,98,2.21
574,Omsukchan,RU,2021-08-13 02:16:21,62.5333,155.8,72.27,44,87,5.79
575,Benemerito De Las Americas,MX,2021-08-13 02:19:57,16.5167,-90.6439,74.86,90,51,2.62
576,Irbeyskoye,RU,2021-08-13 02:19:57,55.6428,95.4522,62.69,83,100,1.52
577,Mehamn,NO,2021-08-13 02:19:57,71.0357,27.8492,51.89,89,100,1.59
578,Itigi,TZ,2021-08-13 02:19:58,-5.7,34.4833,60.53,69,61,5.82
579,Pitimbu,BR,2021-08-13 02:19:58,-7.4706,-34.8086,72.19,84,4,10.25
580,Cap Malheureux,MU,2021-08-13 02:14:33,-19.9842,57.6142,71.47,84,15,5.01
581,Kushima,JP,2021-08-13 02:19:58,31.4583,131.2333,81.23,97,100,12.01
582,Port Moresby,PG,2021-08-13 02:18:01,-9.4431,147.1797,81.9,74,99,6.29
